Bits,Matrix Size,Pipelining,Parallelism,Frequency,Slack,Slack,Comb Area,Buf Area,Non-Comb Area,Total Area,Dyn Power (uW),Leakage Power (uW)
8,20,1,20,1.30000000000000000000,VIOLATED,-0.09,29494.9,2072.94,42554.4,72049.3,41642.4000,1508.6000,
8,20,1,20,1.40000000000000000000,VIOLATED,-0.01,29045.9,1835.13,42510.8,71556.7,38488.6000,1494.2000,
8,20,1,20,1.50000000000000000000,MET,0,27909.5,1454.75,42448.5,70358.1,35792.7000,1458.8000,
8,20,1,20,1.60000000000000000000,MET,0,27268.2,1393.31,42400.9,69669.1,33494.6000,1435.000,
8,20,1,20,1.70000000000000000000,MET,0,26755.3,1345.96,42380.2,69135.5,31459.8000,1418.2000,
8,20,1,20,1.80000000000000000000,MET,0.01,26514.6,1327.34,42383.4,68898,29700.5000,1411.1000,
8,20,1,20,1.90000000000000000000,MET,0.05,26477.4,1306.06,42383.4,68860.7,28135.6000,1409.5000,
12,8,0,1,1.60000000000000000000,MET,0,4666.7,294.728,5532,10198.7,4608.3000,211.995,
12,8,0,1,1.59000000000000000000,MET,0,4668.03,297.388,5533.86,10201.9,4637.5000,211.994,
12,8,0,1,1.58000000000000000000,MET,0,4673.35,299.516,5534.66,10208,4669.000,212.182,
12,8,0,1,1.57000000000000000000,MET,0,4688.78,308.56,5546.1,10234.9,4699.5000,213.357,
12,8,0,1,1.56000000000000000000,VIOLATED,-0.01,4720.97,328.776,5545.04,10266,4736.3000,214.128,
12,8,0,1,1.70000000000000000000,MET,0,4579.72,247.114,5521.1,10100.8,4327.3000,209.56,
12,8,0,1,1.80000000000000000000,MET,0.01,4558.71,232.75,5513.65,10072.4,4084.8000,209.332,
12,8,0,1,1.90000000000000000000,VIOLATED,-0.33,4659.52,246.848,5542.38,10201.9,3874.000,211.944,
12,8,0,1,2.00000000000000000000,VIOLATED,-0.27,4638.77,229.026,5534.66,10173.4,3680.2000,211.215,
12,8,0,1,2.10000000000000000000,VIOLATED,-0.16,4683.2,266.798,5538.65,10221.8,3505.7000,212.25,
12,8,0,1,2.20000000000000000000,VIOLATED,-0.03,4676.28,251.104,5539.72,10216,3348.2000,212.053,
12,8,0,1,2.30000000000000000000,MET,0,4621.22,211.47,5537.06,10158.3,3198.9000,210.553,
12,8,0,1,2.40000000000000000000,MET,0.01,4561.1,190.19,5530.14,10091.2,3061.8000,208.565,
12,8,0,8,1.60000000000000000000,MET,0,13230.6,1192.48,13290.4,26521,10975.5000,559.28,
12,8,0,8,1.59000000000000000000,MET,0,13263.3,1212.43,13305.9,26569.1,11047.7000,560.809,
12,8,0,8,1.58000000000000000000,MET,0,13251.9,1213.49,13326.1,26577.9,11123.1000,560.969,
12,8,0,8,1.57000000000000000000,MET,0,13165.1,1200.19,13322.9,26488,11179.8000,559.122,
12,8,0,8,1.56000000000000000000,MET,0,13226.3,1223.6,13341.2,26567.5,11255.2000,561.209,
12,8,0,8,1.55000000000000000000,MET,0,13291,1255.79,13330.1,26621,11334.3000,562.432,
12,8,0,8,1.54000000000000000000,MET,0,13362.2,1275.74,13322.1,26684.3,11413.4000,563.972,
12,8,0,8,1.53000000000000000000,MET,0,13404.3,1235.57,13368.6,26772.9,11505.3000,567.378,
12,8,0,8,1.52000000000000000000,MET,0,13475.6,1291.16,13380.1,26855.6,11585.000,569.437,
12,8,0,8,1.51000000000000000000,MET,0,13612,1342.5,13376.1,26988.1,11680.6000,573.58,
12,8,0,8,1.50000000000000000000,MET,0,13625.3,1330,13385.1,27010.4,11756.6000,573.262,
12,8,0,8,1.49000000000000000000,VIOLATED,-0.01,13688.4,1402.88,13404.5,27092.9,11846.1000,576.404,
12,8,0,8,1.70000000000000000000,MET,0,13089.3,1093.26,13276.1,26365.4,10320.2000,555.312,
12,8,0,8,1.80000000000000000000,MET,0,13019.6,1087.41,13269.7,26289.3,9740.00,554.051,
12,8,0,8,1.90000000000000000000,VIOLATED,-0.37,13611.8,970.368,13399.2,27011,9250.00,564.59,
12,8,0,8,2.00000000000000000000,VIOLATED,-0.3,13453.2,881.524,13388.8,26842.1,8779.4000,560.465,
12,8,0,8,2.10000000000000000000,VIOLATED,-0.13,13739.2,1013.99,13393.4,27132.5,8374.1000,567.452,
12,8,0,8,2.20000000000000000000,VIOLATED,-0.08,13519.5,901.474,13380.3,26899.8,7981.9000,561.619,
12,8,0,8,2.30000000000000000000,MET,0,13322.9,741.342,13365.4,26688.3,7619.1000,556.501,
12,8,0,8,2.40000000000000000000,MET,0,12943,637.602,13351.6,26294.6,7281.9000,542.831,
12,8,1,1,.90000000000000000000,VIOLATED,-0.22,4799.7,346.598,5667.4,10467.1,8431.1000,215.967,
12,8,1,1,1.00000000000000000000,VIOLATED,-0.13,4731.87,321.062,5665,10396.9,7575.000,214.656,
12,8,1,1,1.10000000000000000000,VIOLATED,-0.01,4739.59,327.978,5656.49,10396.1,6894.000,214.873,
12,8,1,1,1.20000000000000000000,VIOLATED,-0.03,4684.26,294.196,5656.76,10341,6309.8000,213.829,
12,8,1,1,1.30000000000000000000,VIOLATED,0,4663.51,287.014,5661.28,10324.8,5823.9000,213.66,
12,8,1,1,1.40000000000000000000,MET,0,4627.87,251.636,5658.35,10286.2,5403.000,212.831,
12,8,1,1,1.39000000000000000000,MET,0,4642.5,264.67,5657.55,10300.1,5444.5000,213.28,
12,8,1,1,1.38000000000000000000,VIOLATED,0,4656.33,270.788,5659.42,10315.7,5487.6000,213.594,
12,8,1,1,1.50000000000000000000,MET,0,4627.34,243.656,5658.88,10286.2,5050.7000,213.044,
12,8,1,1,1.60000000000000000000,MET,0,4588.5,242.592,5655.43,10243.9,4725.6000,212.255,
12,8,1,1,1.70000000000000000000,VIOLATED,-0.25,4665.37,232.218,5658.62,10324,4458.8000,213.96,
12,8,1,1,1.80000000000000000000,VIOLATED,-0.16,4659.52,233.016,5658.09,10317.6,4209.3000,213.473,
12,8,1,1,1.90000000000000000000,VIOLATED,-0.07,4657.13,231.154,5653.83,10311,3986.9000,213.273,
12,8,1,1,2.00000000000000000000,MET,0,4619.62,211.736,5650.64,10270.3,3782.4000,212.288,
12,8,1,1,2.10000000000000000000,MET,0,4559.77,183.54,5648.78,10208.5,3597.000,210.514,
12,8,1,1,2.20000000000000000000,MET,0,4490.88,176.092,5646.65,10137.5,3421.9000,208.138,
12,8,1,8,.90000000000000000000,VIOLATED,-0.24,13442,1128.9,14342.7,27784.8,20969.3000,584.64,
12,8,1,8,1.00000000000000000000,VIOLATED,-0.15,13359.1,1098.85,14345.1,27704.2,18851.1000,582.193,
12,8,1,8,1.10000000000000000000,VIOLATED,-0.04,13404.8,1120.39,14335.5,27740.3,17138.5000,582.348,
12,8,1,8,1.20000000000000000000,VIOLATED,-0.02,13384.3,1160.56,14338.7,27723.1,15697.000,582.208,
12,8,1,8,1.30000000000000000000,VIOLATED,-0.02,13248.9,1098.31,14337.1,27586.1,14483.3000,577.738,
12,8,1,8,1.40000000000000000000,MET,0,13158.8,1091.66,14318.5,27477.3,13435.8000,572.125,
12,8,1,8,1.39000000000000000000,MET,0,13259.8,1101.24,14320.6,27580.5,13537.7000,575.717,
12,8,1,8,1.38000000000000000000,VIOLATED,-0.01,13264.9,1130.77,14353.4,27618.2,13645.000,576.838,
12,8,1,8,1.50000000000000000000,MET,0,13264.6,1065.33,14339.5,27604.1,12545.7000,576.146,
12,8,1,8,1.60000000000000000000,VIOLATED,-0.3,13059.5,809.97,14328.6,27388.2,11752.5000,568.483,
12,8,1,8,1.70000000000000000000,VIOLATED,-0.29,13615.5,977.816,14332.6,27948.1,11076.3000,578.153,
12,8,1,8,1.80000000000000000000,VIOLATED,-0.22,13397.1,867.426,14308.1,27705.2,10447.5000,572.679,
12,8,1,8,1.90000000000000000000,VIOLATED,-0.11,13474.5,884.45,14312.4,27786.9,9905.2000,574.907,
12,8,1,8,2.00000000000000000000,MET,0,13460.7,846.678,14297.5,27758.2,9406.3000,572.728,
12,8,1,8,2.10000000000000000000,MET,0,12958.5,640.528,14283.9,27242.4,8920.5000,558.46,
12,8,1,8,2.20000000000000000000,MET,0,12523.5,575.092,14279.1,26802.7,8469.3000,544.539,
12,12,0,1,1.60000000000000000000,MET,0,6669.15,582.274,10550.6,17219.8,9185.6000,351.862,
12,12,0,1,1.59000000000000000000,MET,0,6673.67,579.614,10551.2,17224.8,9243.5000,351.562,
12,12,0,1,1.58000000000000000000,MET,0,6691.76,587.86,10550.6,17242.4,9305.6000,352.209,
12,12,0,1,1.57000000000000000000,VIOLATED,0,6701.34,598.234,10555.4,17256.7,9365.9000,352.835,
12,12,0,1,1.70000000000000000000,MET,0,6597.6,577.486,10540,17137.6,8619.000,349.132,
12,12,0,1,1.80000000000000000000,MET,0.01,6587.49,567.91,10542.6,17130.1,8134.3000,349.418,
12,12,0,1,1.90000000000000000000,VIOLATED,-0.43,6701.34,629.622,10552.8,17254.1,7721.5000,351.215,
12,12,0,1,2.00000000000000000000,VIOLATED,-0.35,6674.21,616.056,10556.5,17230.7,7332.1000,350.507,
12,12,0,1,2.10000000000000000000,VIOLATED,-0.18,6733.79,631.218,10555.1,17288.9,6990.2000,352.272,
12,12,0,1,2.20000000000000000000,VIOLATED,-0.14,6689.1,603.82,10552.2,17241.3,6669.2000,351.047,
12,12,0,1,2.30000000000000000000,MET,0,6672.08,584.934,10551.2,17223.2,6380.4000,350.691,
12,12,0,1,2.40000000000000000000,MET,0,6647.34,584.136,10549,17196.4,6109.9000,349.755,
12,12,0,12,1.60000000000000000000,MET,0,22509.7,3437.25,25352.2,47861.9,18737.8000,931.042,
12,12,0,12,1.59000000000000000000,MET,0,22533.1,3452.68,25359.1,47892.2,18859.000,931.984,
12,12,0,12,1.58000000000000000000,MET,0,22503.9,3458.27,25390.8,47894.6,18973.1000,931.924,
12,12,0,12,1.57000000000000000000,MET,0,22563.7,3481.67,25406.5,47970.2,19103.2000,934.191,
12,12,0,12,1.56000000000000000000,MET,0,22630,3476.89,25406.5,48036.4,19229.7000,934.907,
12,12,0,12,1.55000000000000000000,MET,0,22699.6,3493.11,25429.1,48128.7,19360.5000,938.039,
12,12,0,12,1.54000000000000000000,MET,0,22832.4,3571.85,25413.4,48245.7,19502.8000,940.235,
12,12,0,12,1.53000000000000000000,MET,0,22912.7,3565.73,25459.9,48372.6,19643.2000,945.114,
12,12,0,12,1.52000000000000000000,MET,0,23035.3,3630.9,25466,48501.4,19782.000,947.48,
12,12,0,12,1.51000000000000000000,VIOLATED,-0.01,23102.6,3675.32,25477.7,48580.4,19920.5000,949.885,
12,12,0,12,1.70000000000000000000,MET,0,22445.1,3309.04,25301.7,47746.7,17603.3000,939.073,
12,12,0,12,1.80000000000000000000,MET,0,22297.7,3292.02,25303.8,47601.5,16598.8000,937.345,
12,12,0,12,1.90000000000000000000,VIOLATED,-0.4,23075,3006.6,25508.1,48583,15363.1000,955.537,
12,12,0,12,2.00000000000000000000,VIOLATED,-0.27,23202.1,3067.51,25509.4,48711.5,14601.4000,957.838,
12,12,0,12,2.10000000000000000000,VIOLATED,-0.17,23252.7,3133.21,25506.7,48759.4,13910.4000,958.864,
12,12,0,12,2.20000000000000000000,VIOLATED,-0.08,23152.6,3077.35,25499.6,48652.2,13270.6000,955.333,
12,12,0,12,2.30000000000000000000,MET,0,22822.5,2804.7,25466.3,48288.8,12674.5000,946.007,
12,12,0,12,2.40000000000000000000,MET,0,22230.4,2656.54,25445.6,47676,12119.3000,925.525,
12,12,1,1,.90000000000000000000,VIOLATED,-0.23,6644.68,518.434,10678,17322.7,16523.9000,352.843,
12,12,1,1,1.00000000000000000000,VIOLATED,-0.13,6679.26,543.97,10673.5,17352.8,14880.9000,353.471,
12,12,1,1,1.10000000000000000000,VIOLATED,-0.01,6661.44,541.044,10670.3,17331.8,13521.000,352.38,
12,12,1,1,1.20000000000000000000,VIOLATED,-0.01,6632.18,547.96,10664.7,17296.9,12354.9000,351.527,
12,12,1,1,1.30000000000000000000,MET,0,6625.26,546.63,10668.2,17293.5,11433.7000,351.635,
12,12,1,1,1.29000000000000000000,VIOLATED,-0.01,6605.58,546.63,10666.9,17272.4,11515.5000,351.056,
12,12,1,1,1.40000000000000000000,MET,0,6610.37,554.078,10666.9,17277.2,10609.5000,350.953,
12,12,1,1,1.50000000000000000000,MET,0,6611.7,556.206,10668.2,17279.9,9902.7000,351.97,
12,12,1,1,1.60000000000000000000,MET,0,6615.15,569.506,10662.6,17277.8,9267.000,351.999,
12,12,1,1,1.70000000000000000000,VIOLATED,-0.26,6779.28,643.72,10673.8,17453.1,8751.6000,355.381,
12,12,1,1,1.80000000000000000000,VIOLATED,-0.24,6694.69,630.154,10669,17363.7,8241.000,353.166,
12,12,1,1,1.90000000000000000000,VIOLATED,-0.07,6673.41,569.506,10669.5,17342.9,7814.7000,352.822,
12,12,1,1,2.00000000000000000000,MET,0,6632.98,547.96,10666.3,17299.3,7416.6000,351.719,
12,12,1,1,2.10000000000000000000,MET,0,6631.91,562.058,10664.5,17296.4,7059.4000,351.808,
12,12,1,12,.90000000000000000000,VIOLATED,-0.24,22952.3,3359.31,26938.4,49890.7,35908.8000,963.389,
12,12,1,12,1.00000000000000000000,VIOLATED,-0.16,22693.5,3296.8,26913.3,49606.9,32224.000,956.976,
12,12,1,12,1.10000000000000000000,VIOLATED,-0.04,22954.5,3408.26,26920,49874.5,29320.4000,962.693,
12,12,1,12,1.20000000000000000000,VIOLATED,-0.03,22723.6,3354.26,26897.9,49621.5,26827.000,955.609,
12,12,1,12,1.30000000000000000000,VIOLATED,-0.03,22595.6,3325.8,26891.8,49487.4,24703.9000,954.781,
12,12,1,12,1.40000000000000000000,MET,0,22590.8,3298.4,26886.7,49477.6,22964.3000,953.541,
12,12,1,12,1.39000000000000000000,VIOLATED,0,22719.1,3385.91,26913.3,49632.4,23114.8000,957.922,
12,12,1,12,1.50000000000000000000,VIOLATED,-0.01,22632.3,3288.56,26875,49507.4,21344.7000,964.766,
12,12,1,12,1.60000000000000000000,VIOLATED,-0.34,22230.4,2845.14,26897.1,49127.5,19499.4000,959.226,
12,12,1,12,1.70000000000000000000,VIOLATED,-0.36,22622.5,2865.35,26874,49496.5,18380.00,960.924,
12,12,1,12,1.80000000000000000000,VIOLATED,-0.25,22719.1,2935.31,26882,49601,17359.7000,964.261,
12,12,1,12,1.90000000000000000000,VIOLATED,-0.1,23054,3049.69,26883.8,49937.8,16467.9000,974.143,
12,12,1,12,2.00000000000000000000,VIOLATED,-0.01,22877.1,2951.27,26859.9,49736.9,15630.00,966.156,
12,12,1,12,2.10000000000000000000,MET,0,22279.6,2647.5,26817.6,49097.2,14855.000,949.542,
12,12,1,12,2.20000000000000000000,MET,0,21590.4,2524.87,26809.1,48399.5,14134.1000,927.195,
12,16,0,1,1.60000000000000000000,MET,0,13541.3,598.5,17285.2,30826.5,16729.7000,640.493,
12,16,0,1,1.59000000000000000000,MET,0,13586.2,646.646,17322.5,30908.7,16837.9000,643.983,
12,16,0,1,1.58000000000000000000,VIOLATED,-0.01,13569.5,622.972,17304.1,30873.6,16944.8000,642.141,
12,16,0,1,1.70000000000000000000,MET,0,13426.4,551.95,17278.8,30705.2,15727.7000,637.468,
12,16,0,1,1.80000000000000000000,MET,0.01,13374.7,523.754,17261.8,30636.5,14854.8000,637.102,
12,16,0,1,1.90000000000000000000,VIOLATED,-0.36,13475.3,537.054,17283.3,30758.6,14077.7000,639.442,
12,16,0,1,2.00000000000000000000,VIOLATED,-0.27,13475.6,528.808,17282.6,30758.1,13375.8000,639.615,
12,16,0,1,2.10000000000000000000,VIOLATED,-0.18,13476.1,553.812,17282.8,30758.9,12735.6000,639.332,
12,16,0,1,2.20000000000000000000,VIOLATED,-0.06,13490.7,550.886,17281.2,30771.9,12158.8000,639.723,
12,16,0,1,2.30000000000000000000,MET,0,13459.1,542.64,17279.1,30738.2,11626.000,638.567,
12,16,0,1,2.40000000000000000000,MET,0,13349.7,477.204,17278,30627.8,11133.7000,635.777,
12,16,0,16,1.60000000000000000000,MET,0,36844.5,2651.22,41024.9,77869.4,31739.1000,1622.4000,
12,16,0,16,1.59000000000000000000,MET,0,36892.3,2667.18,41024.6,77917,31943.2000,1624.1000,
12,16,0,16,1.58000000000000000000,MET,0,36855.4,2663.19,41059,77914.3,32149.5000,1625.4000,
12,16,0,16,1.57000000000000000000,MET,0,36944.2,2682.34,41104.7,78048.9,32367.000,1628.4000,
12,16,0,16,1.56000000000000000000,MET,0,37113.1,2770.66,41005.2,78118.3,32578.8000,1630.3000,
12,16,0,16,1.55000000000000000000,MET,0,37156.5,2749.91,41130.5,78287,32813.1000,1636.2000,
12,16,0,16,1.54000000000000000000,MET,0,37247.4,2759.48,41144.1,78391.5,33037.3000,1639.5000,
12,16,0,16,1.53000000000000000000,MET,0,37322.7,2792.73,41126.3,78449,33261.2000,1641.1000,
12,16,0,16,1.52000000000000000000,VIOLATED,0,37528.3,2897.8,41149.4,78677.7,33508.4000,1647.4000,
12,16,0,16,1.70000000000000000000,MET,0,36737.3,2473.53,40954.2,77691.4,29867.000,1618.000,
12,16,0,16,1.80000000000000000000,MET,0,36641.8,2458.11,40943.5,77585.3,28187.6000,1616.4000,
12,16,0,16,1.90000000000000000000,VIOLATED,-0.44,37206.8,1948.72,41189.3,78396.1,26711.5000,1618.8000,
12,16,0,16,2.00000000000000000000,VIOLATED,-0.24,38028.4,2256.21,41197.3,79225.7,25435.5000,1641.9000,
12,16,0,16,2.10000000000000000000,VIOLATED,-0.17,37796.7,2223.49,41200.7,78997.5,24210.9000,1634.1000,
12,16,0,16,2.20000000000000000000,VIOLATED,-0.05,37922,2240.78,41166.7,79088.7,23109.1000,1637.000,
12,16,0,16,2.30000000000000000000,MET,0,37335,1883.81,41156.1,78491,22066.9000,1621.4000,
12,16,0,16,2.40000000000000000000,MET,0,36606.1,1533.76,41113,77719.1,21114.2000,1599.1000,
12,16,1,1,.90000000000000000000,VIOLATED,-0.22,13822.4,815.024,17408.6,31231.1,29979.4000,646.85,
12,16,1,1,1.00000000000000000000,VIOLATED,-0.12,13718.2,740.012,17408.9,31127.1,26960.2000,644.167,
12,16,1,1,1.10000000000000000000,VIOLATED,-0.03,13637,694.792,17414.8,31051.8,24502.2000,643.362,
12,16,1,1,1.20000000000000000000,VIOLATED,-0.05,13555.4,653.03,17405.4,30960.8,22444.2000,641.165,
12,16,1,1,1.30000000000000000000,VIOLATED,-0.02,13508.3,602.224,17406.8,30915.1,20719.9000,640.806,
12,16,1,1,1.40000000000000000000,VIOLATED,0,13512.3,613.928,17404.4,30916.6,19249.2000,641.366,
12,16,1,1,1.50000000000000000000,MET,0,13468.6,549.556,17403.3,30872,17965.1000,640.248,
12,16,1,1,1.49000000000000000000,MET,0,13462,555.408,17401.2,30863.2,18081.4000,639.961,
12,16,1,1,1.48000000000000000000,VIOLATED,-0.01,13468.9,588.392,17400.4,30869.3,18200.4000,640.184,
12,16,1,1,1.60000000000000000000,VIOLATED,-0.01,13427.4,559.664,17402.3,30829.7,16842.2000,640.281,
12,16,1,1,1.70000000000000000000,VIOLATED,-0.26,13430.6,505.134,17406.5,30837.1,15834.4000,640.181,
12,16,1,1,1.80000000000000000000,VIOLATED,-0.2,13394.2,505.134,17403,30797.2,14948.4000,638.522,
12,16,1,1,1.90000000000000000000,VIOLATED,-0.06,13427.4,512.582,17406.2,30833.7,14167.9000,639.814,
12,16,1,1,2.00000000000000000000,MET,0,13397.4,484.386,17399.3,30796.7,13456.000,638.612,
12,16,1,1,2.10000000000000000000,MET,0,13336.7,454.86,17397.5,30734.2,12809.000,637.389,
12,16,1,1,2.20000000000000000000,MET,0,13294.4,469.49,17395.1,30689.5,12216.4000,635.56,
12,16,1,1,2.30000000000000000000,MET,0,13222.9,441.56,17393.2,30616.1,11676.8000,633.356,
12,16,1,16,.90000000000000000000,VIOLATED,-0.26,37258.9,2477.52,43101.6,80360.5,59529.9000,1672.3000,
12,16,1,16,1.00000000000000000000,VIOLATED,-0.15,37286,2521.68,43088.8,80374.8,53556.9000,1673.3000,
12,16,1,16,1.10000000000000000000,VIOLATED,-0.04,37223.5,2462.89,43124.2,80347.7,48656.1000,1671.8000,
12,16,1,16,1.20000000000000000000,VIOLATED,-0.04,37096.1,2574.61,43080,80176.1,44536.000,1666.1000,
12,16,1,16,1.30000000000000000000,VIOLATED,-0.03,36908.3,2465.02,43077.1,79985.4,41084.9000,1658.9000,
12,16,1,16,1.40000000000000000000,VIOLATED,-0.01,36930.9,2422.46,43085.9,80016.8,38141.8000,1657.1000,
12,16,1,16,1.50000000000000000000,VIOLATED,-0.01,37022.4,2461.3,43054.8,80077.2,35594.1000,1658.4000,
12,16,1,16,1.60000000000000000000,VIOLATED,-0.31,36637.8,1893.92,43045.2,79683,33323.1000,1642.000,
12,16,1,16,1.70000000000000000000,VIOLATED,-0.32,37338.7,2065.76,43033.5,80372.2,31370.9000,1649.8000,
12,16,1,16,1.80000000000000000000,VIOLATED,-0.2,37664.8,2154.87,43043.1,80707.9,29661.4000,1661.3000,
12,16,1,16,1.90000000000000000000,VIOLATED,-0.15,37067.1,1954.57,43000,80067.1,28042.1000,1642.7000,
12,16,1,16,2.00000000000000000000,MET,0,37598.6,2053.79,43020.7,80619.3,26688.8000,1657.8000,
12,16,1,16,1.99000000000000000000,VIOLATED,-0.01,37517.4,2106.72,43020.4,80537.9,26810.1000,1654.5000,
12,16,1,16,2.10000000000000000000,MET,0,36565.2,1590.15,42958.5,79523.6,25340.2000,1627.1000,
12,16,1,16,2.20000000000000000000,MET,0,35694.3,1430.28,42956.3,78650.6,24105.6000,1598.2000,
12,16,1,16,2.30000000000000000000,MET,0,35056.1,1394.37,42938.3,77994.4,22996.000,1576.8000,
12,16,1,16,2.40000000000000000000,MET,0,34585.1,1353.67,42917.5,77502.6,21987.4000,1561.4000,
12,16,1,16,2.50000000000000000000,MET,0,34358.2,1326.28,42911.7,77269.8,21093.7000,1553.8000,
12,16,1,16,2.60000000000000000000,MET,0.01,34177,1314.04,42911.1,77088.1,20273.000,1547.9000,
12,16,1,16,2.70000000000000000000,MET,0.11,34177,1314.04,42911.1,77088.1,19522.1000,1547.9000,
12,16,1,16,2.80000000000000000000,MET,0.21,34177,1314.04,42911.1,77088.1,18824.9000,1547.9000,
12,20,0,1,1.60000000000000000000,MET,0,14692.2,948.024,25771.1,40463.4,24427.3000,868.458,
12,20,0,1,1.59000000000000000000,MET,0,14721.5,959.728,25770.3,40491.8,24587.3000,869.281,
12,20,0,1,1.58000000000000000000,VIOLATED,-0.02,14718.8,979.678,25772.2,40491.1,24739.1000,869.383,
12,20,0,1,1.70000000000000000000,MET,0,14599.4,911.848,25758.9,40358.3,22971.4000,866.825,
12,20,0,1,1.80000000000000000000,MET,0,14556.9,887.376,25745.1,40301.9,21695.4000,867.628,
12,20,0,1,1.90000000000000000000,VIOLATED,-0.39,14642.8,917.434,25772.5,40415.2,20510.6000,870.356,
12,20,0,1,2.00000000000000000000,VIOLATED,-0.29,14634,903.602,25770.1,40404.1,19484.4000,869.835,
12,20,0,1,2.10000000000000000000,VIOLATED,-0.18,14637.2,909.454,25769,40406.2,18554.4000,870.136,
12,20,0,1,2.20000000000000000000,VIOLATED,-0.1,14611.4,907.592,25769.5,40380.9,17708.1000,869.608,
12,20,0,1,2.30000000000000000000,MET,0,14606.3,894.558,25762.9,40369.2,16937.5000,868.952,
12,20,0,1,2.40000000000000000000,MET,0,14559.2,879.13,25760.8,40320,16227.9000,867.319,
12,20,0,20,1.60000000000000000000,MET,0,44381,3201.58,60150.8,104532,47251.9000,2218.8000,
